usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Brest Bioproduction Plant,Huile d'insectes,365,2033-01-01,1516,290
Entonova Brest Bioproduction Plant,Huile d'insectes,254,2033-01-01,1490,280
Entonova Brest Bioproduction Plant,Huile d'insectes,215,2033-01-01,1439,266
Entonova Brest Bioproduction Plant,Huile d'insectes,428,2033-01-01,1550,317
Entonova Brest Bioproduction Plant,Huile d'insectes,419,2033-01-01,1650,319
Entonova Brest Bioproduction Plant,Huile d'insectes,446,2033-01-01,1748,348
Entonova Brest Bioproduction Plant,Huile d'insectes,442,2033-01-01,1841,349
Entonova Brest Bioproduction Plant,Huile d'insectes,344,2033-01-01,1835,350
Entonova Brest Bioproduction Plant,Huile d'insectes,375,2033-01-01,1858,352
Entonova Brest Bioproduction Plant,Huile d'insectes,495,2033-01-01,1997,356
Entonova Brest Bioproduction Plant,Huile d'insectes,138,2033-01-01,1773,362
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,2,2033-01-01,715,150
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,170,2033-01-01,734,151
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,204,2033-01-01,785,153
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,199,2033-01-01,830,154
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,210,2033-01-01,885,155
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,135,2033-01-01,864,156
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,46,2033-01-01,753,157
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,216,2033-01-01,811,158
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,134,2033-01-01,786,159
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,99,2033-01-01,724,161
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,181,2033-01-01,743,162
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,205,2033-01-01,785,163
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,210,2033-01-01,831,164
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,222,2033-01-01,888,165
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,172,2033-01-01,894,166
Entonova Brest Bioproduction Plant,Huile d'insectes,347,2033-01-01,1773,347
Entonova Brest Bioproduction Plant,Huile d'insectes,232,2033-01-01,1659,346
Entonova Brest Bioproduction Plant,Huile d'insectes,391,2033-01-01,1705,345
Entonova Brest Bioproduction Plant,Huile d'insectes,415,2033-01-01,1776,344
Entonova Brest Bioproduction Plant,Huile d'insectes,104,2033-01-01,1560,320
Entonova Brest Bioproduction Plant,Huile d'insectes,345,2033-01-01,1584,321
Entonova Brest Bioproduction Plant,Huile d'insectes,402,2033-01-01,1664,322
Entonova Brest Bioproduction Plant,Huile d'insectes,429,2033-01-01,1770,323
Entonova Brest Bioproduction Plant,Huile d'insectes,446,2033-01-01,1892,324
Entonova Brest Bioproduction Plant,Huile d'insectes,38,2033-01-01,1605,325
Entonova Brest Bioproduction Plant,Huile d'insectes,404,2033-01-01,1683,326
Entonova Brest Bioproduction Plant,Huile d'insectes,327,2033-01-01,1683,327
Entonova Brest Bioproduction Plant,Huile d'insectes,207,2033-01-01,1562,328
Entonova Brest Bioproduction Plant,Huile d'insectes,454,2033-01-01,1687,329
Entonova Brest Bioproduction Plant,Huile d'insectes,73,2033-01-01,1442,318
Entonova Brest Bioproduction Plant,Huile d'insectes,376,2033-01-01,1488,330
Entonova Brest Bioproduction Plant,Huile d'insectes,377,2033-01-01,1533,332
Entonova Brest Bioproduction Plant,Huile d'insectes,403,2033-01-01,1603,333
Entonova Brest Bioproduction Plant,Huile d'insectes,420,2033-01-01,1689,334
Entonova Brest Bioproduction Plant,Huile d'insectes,391,2033-01-01,1745,335
Entonova Brest Bioproduction Plant,Huile d'insectes,463,2033-01-01,1872,336
Entonova Brest Bioproduction Plant,Huile d'insectes,188,2033-01-01,1723,337
Entonova Brest Bioproduction Plant,Huile d'insectes,434,2033-01-01,1819,338
Entonova Brest Bioproduction Plant,Huile d'insectes,76,2033-01-01,1556,339
Entonova Brest Bioproduction Plant,Huile d'insectes,432,2033-01-01,1648,340
Entonova Brest Bioproduction Plant,Huile d'insectes,473,2033-01-01,1779,342
Entonova Brest Bioproduction Plant,Huile d'insectes,336,2033-01-01,1784,331
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2033-01-01,2243,380
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2033-01-01,1519,265
Entonova Brest Bioproduction Plant,Huile d'insectes,121,2033-01-01,1379,261
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,522,2033-01-01,2323,427
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,77,2033-01-01,1972,428
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,563,2033-01-01,2377,429
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,33,2033-01-01,1979,431
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,534,2033-01-01,2074,432
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,530,2033-01-01,2170,434
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,543,2033-01-01,2087,435
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,555,2033-01-01,2206,436
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,602,2033-01-01,2334,438
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,606,2033-01-01,2373,439
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,511,2033-01-01,2404,441
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,594,2033-01-01,2525,442
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,316,2033-01-01,2277,443
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,60,2033-01-01,2140,445
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,543,2033-01-01,2237,446
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,561,2033-01-01,2350,448
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,616,2033-01-01,2444,449
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,236,2033-01-01,2230,450
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,205,2033-01-01,2103,452
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,620,2033-01-01,2270,453
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,635,2033-01-01,2410,455
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,490,2033-01-01,2475,425
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,320,2033-01-01,2166,424
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,250,2033-01-01,2303,422
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,494,2033-01-01,2239,421
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,101,2033-01-01,1954,386
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,32,2033-01-01,1948,387
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,466,2033-01-01,2031,389
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,520,2033-01-01,2161,390
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,539,2033-01-01,2094,393
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,226,2033-01-01,1926,394
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,544,2033-01-01,2074,396
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,49,2033-01-01,1813,397
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,521,2033-01-01,2196,399
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,478,2033-01-01,1891,400
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,565,2033-01-01,2000,456
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,439,2033-01-01,2234,401
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,517,2033-01-01,2113,404
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,126,2033-01-01,1954,406
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,537,2033-01-01,2243,407
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,551,2033-01-01,2097,408
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,572,2033-01-01,2258,411
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,292,2033-01-01,2122,413
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,565,2033-01-01,2409,414
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,66,2033-01-01,2060,415
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,208,2033-01-01,1912,418
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,463,2033-01-01,1955,420
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,355,2033-01-01,1907,403
Entonova Brest Bioproduction Plant,Huile d'insectes,352,2033-01-01,1469,262
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,616,2033-01-01,2219,457
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,506,2033-01-01,2265,460
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2826,56
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2769,57
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,2023,58
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2710,59
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2650,60
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2589,61
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2527,62
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1960,63
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2463,64
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1895,65
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2397,66
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2330,67
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2262,68
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1826,69
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1756,70
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2191,71
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2033-01-01,1218,251
Entonova Brest Bioproduction Plant,Huile d'insectes,187,2033-01-01,1152,253
Entonova Brest Bioproduction Plant,Huile d'insectes,322,2033-01-01,1220,254
Entonova Brest Bioproduction Plant,Huile d'insectes,324,2033-01-01,1289,255
Entonova Brest Bioproduction Plant,Huile d'insectes,359,2033-01-01,1390,258
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2136,55
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1702,54
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2083,53
Entonova Kraków Insect Farm,Insectes en vrac,0,2033-01-01,1650,52
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,646,2033-01-01,2449,462
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,617,2033-01-01,2603,463
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,137,2033-01-01,2274,466
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,625,2033-01-01,2065,467
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,538,2033-01-01,2134,469
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,496,2033-01-01,2160,470
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,620,2033-01-01,2309,471
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,602,2033-01-01,2438,473
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,322,2033-01-01,2286,474
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,574,2033-01-01,2372,476
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,573,2033-01-01,2486,459
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,619,2033-01-01,2428,477
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,252,2033-01-01,2199,481
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,635,2033-01-01,2351,483
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,399,2033-01-01,2266,484
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,653,2033-01-01,2654,485
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,221,2033-01-01,2388,487
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,643,2033-01-01,2540,491
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,641,2033-01-01,2684,497
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,633,2033-01-01,2400,499
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,2033,50
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2033-01-01,1982,51
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,291,2033-01-01,2495,480
Entonova Brest Bioproduction Plant,Huile d'insectes,443,2033-01-01,1443,390
Entonova Brest Bioproduction Plant,Huile d'insectes,537,2033-01-01,1558,422
Entonova Brest Bioproduction Plant,Huile d'insectes,463,2033-01-01,1634,387
Entonova Rotterdam Processing Hub,Barres protéinées,0,2033-01-01,2131,284
Entonova Rotterdam Processing Hub,Barres protéinées,0,2033-01-01,1846,285
Entonova Rotterdam Processing Hub,Barres protéinées,0,2033-01-01,1560,286
Entonova Rotterdam Processing Hub,Barres protéinées,205,2033-01-01,1478,287
Entonova Rotterdam Processing Hub,Barres protéinées,396,2033-01-01,1586,288
Entonova Rotterdam Processing Hub,Barres protéinées,154,2033-01-01,1451,289
Entonova Rotterdam Processing Hub,Barres protéinées,369,2033-01-01,1530,290
Entonova Rotterdam Processing Hub,Barres protéinées,130,2033-01-01,1369,291
Entonova Rotterdam Processing Hub,Barres protéinées,276,2033-01-01,1353,292
Entonova Rotterdam Processing Hub,Barres protéinées,287,2033-01-01,1347,293
Entonova Rotterdam Processing Hub,Barres protéinées,338,2033-01-01,1389,296
Entonova Rotterdam Processing Hub,Barres protéinées,291,2033-01-01,1383,297
Entonova Rotterdam Processing Hub,Barres protéinées,347,2033-01-01,1432,298
Entonova Rotterdam Processing Hub,Barres protéinées,397,2033-01-01,1530,299
Entonova Rotterdam Processing Hub,Barres protéinées,400,2033-01-01,1630,300
Entonova Rotterdam Processing Hub,Barres protéinées,315,2033-01-01,1644,301
Entonova Rotterdam Processing Hub,Barres protéinées,181,2033-01-01,1523,302
Entonova Rotterdam Processing Hub,Barres protéinées,402,2033-01-01,1622,303
Entonova Rotterdam Processing Hub,Barres protéinées,123,2033-01-01,1441,304
Entonova Rotterdam Processing Hub,Barres protéinées,384,2033-01-01,1520,305
Entonova Rotterdam Processing Hub,Barres protéinées,415,2033-01-01,1629,306
Entonova Rotterdam Processing Hub,Barres protéinées,41,2033-01-01,1387,283
Entonova Rotterdam Processing Hub,Barres protéinées,401,2033-01-01,1481,307
Entonova Rotterdam Processing Hub,Barres protéinées,209,2033-01-01,1408,282
Entonova Rotterdam Processing Hub,Barres protéinées,354,2033-01-01,1482,280
Entonova Rotterdam Processing Hub,Barres protéinées,0,2033-01-01,1230,252
Entonova Rotterdam Processing Hub,Barres protéinées,322,2033-01-01,1298,254
Entonova Rotterdam Processing Hub,Barres protéinées,117,2033-01-01,1160,255
Entonova Rotterdam Processing Hub,Barres protéinées,305,2033-01-01,1209,256
